aeid,aename,date,aeno,acid,acname,asid
M121398,,,,C15354,ブレイクブレイド,C3666
M121460,,,,C15356,史上最強の弟子ケンイチ 闇の襲撃,C3919
M121465,,,,C15358,花物語,C3542
M121467,,,,C15359,DEATH NOTE:R幻視する神,C3898
M121696,,,,C15369,HUNTER × HUNTER[新],C2136
M121752,,,,C15372,Tales of Z*estiria. ～導師の夜明け～,C2453
M122489,,,,C15409,マジンガー ZIP!,C2678
M126750,,,,C15526,アニメドキュメント あの日、僕らは戦場で ―少年兵の告白―,C6127
M126763,,,,C15528,鷹の爪 DO,C4246
M125908,「歩きタバコ」,,21,C15541,野 良 ス コ,C6015
M126259,,,,C15548,モノだらけ!,C6040
M126283,,,,C15551,ピカイア!,C6066
M126361,,,,C15566,アレ: ひとがアレといってしまうのは、 この妖精の仕業なのである。,C6042
M126377,,,,C15567,かにえ,C6048
M126417,*この回のみ木曜に放送,,16B,C15572,サムソンの ダジャレDE英単語,C6051
M126419,*この回のみ水曜に放送,,17B,C15572,サムソンの ダジャレDE英単語,C6051
M126423,*この回のみ木曜に放送,,20B,C15572,サムソンの ダジャレDE英単語,C6051
M126426,*この回のみ木曜に放送,,22B,C15572,サムソンの ダジャレDE英単語,C6051
M126428,*この回のみ火曜に放送,,23B,C15572,サムソンの ダジャレDE英単語,C6051
M126431,*この回のみ火曜に放送,,25B,C15572,サムソンの ダジャレDE英単語,C6051
M126446,,,,C15576,ソードアート・ オンライン -- Extra Edition --,C5564
M126475,,,,C15580,どーもハリウッドへ行く! Domo Rock!,C4243
M126486,,,,C15582,日曜美術館 生きた、描いた、恋した 関根正二の青春,C6058
M126491,*この回のみ金曜に放映,,2C,C15583,バキバキ モンスター,C6059
M126494,*この回のみ木曜に放映,,3C,C15583,バキバキ モンスター,C6059
M126506,,,,C15584,花は咲く 東北に 咲く,C5665
M126512,[～バレンタイン編～],,15,C15585,ハルマゲ丼の 地球侵略,C6060
M126514,三段論法の消去法 [不思議の国のロンリ劇場]（4/2・4/11・4/15）,,1,C15586,不思議の国のロンリ劇場,C6061
M126524,,,,C15587,冬のマジョモリ,C6062
M126536,,,,C15590,ろーかる直送便 島根スペシャル だいこくさま ～神話が伝える 日本人のこころ～,C6071
M126553,,,,C15594,"15周年特別作品 ONE PIECE “3D[×] 2Y,, エースの死を越えて! ルフィ仲間との誓い",C2309
M126556,,,,C15596,島耕作のアジア立志伝スペシャル ASEAN市場に挑め!,C4582
M126789,,,,C15609,DiSNEｙ スティッチ! パーフェクト・メモリー,C3429
M126862,,,,C15617,ナルどマ,C6131
M126863,,,,C15618,二十の顔を持つ男 ～没後50年 知られざる江戸川乱歩～,C6132
M126952,,,,C15622,パンパカパンツ おNEW!,C5313
M127013,,,,C15629,ふなっしーの ふなふなふな日和,C5931
M127042,,,,C15632,ブレイブビーツ,
M127110,,,,C15639,わし*も[第2期],C6065
M127111,,,,C15640,わし*も[第3期],C6065
M127113,,,,C15642,みんなのうた「山鹿のピアノ」,C5204
M127114,,,,C15643,みんなのうた「ぎんなん楽団カルテット」,C5204
M127115,,,,C15644,みんなのうた「おつきさまのうた」,C5204
M127116,,,,C15645,みんなのうた「ゆきだるまかぞく」,C5204
M127117,,,,C15646,みんなのうた「四つ角のメロディー」,C5204
M127118,,,,C15647,みんなのうた「見えない羽根」,C5204
M127119,,,,C15648,みんなのうた「はんぶんおとな」,C5204
M127120,,,,C15649,みんなのうた「ピヨの恩返し」,C5204
M127121,,,,C15650,みんなのうた「履物と傘の物語」,C5204
M127122,,,,C15651,みんなのうた「つもりヤモリ」,C5204
M127123,,,,C15652,みんなのうた「OK食堂」,C5204
M127124,,,,C15653,みんなのうた「恋なんです」,C5204
M127125,,,,C15654,みんなのうた「ウェイクアップ！パパ！」,C5204
M127126,,,,C15655,みんなのうた「ひげヒゲげひポンポン」,C5204
M128571,,,,C15679,僕たちの見たい メカアニメをつくろう 製作委員会 presents RS計画 Rebirth Storage,C6212
M128572,,,,C15680,ガンダム ビルドファイターズトライ アイランド・ウォーズ,C5607
M128573,,,,C15681,奇魂侍,C6213
M128586,,,,C15683,キョートカクテル クリスマス 特別編,C6020
M128590,,,,C15685,PERSONA5 THE ANIMATION THE DAY BREAKERS,C3321
M129472,,,,C15712,ハトゴロウ 宇宙への大冒険,C6243
M131133,,,,C15719,PJベリーの もぐもぐむにゃむにゃ[パイロット版],C2491
M128211,,,,C15731,みんなのうた「僕はここで生きていく」,C5204
M128212,,,,C15732,みんなのうた「ぼくのそらとぶじゅうたん」,C5204
M128213,,,,C15733,みんなのうた「カリヨン・ダンス」,C5204
M128214,,,,C15734,みんなのうた「ドミソはハーモニー」,C5204
M128569,,,,C15754,FILM GOLD 公開記念 ONE PIECE HEART OF GOLD,C2309
M128593,,,,C15756,ルパン三世 イタリアン・ゲーム,C2445
M128594,,,,C15757,英国一家、 正月を食べる Sushi and Beyond,C5975
M128969,[「こぼれ話集」],,3A,C15767,おそ松さん,C1179
M129002,[「クリスマスおそ松さん」],,11A,C15767,おそ松さん,C1179
M129128,,,,C15772,今、ふたりの道,C6234
M129151,,,,C15773,おじゃる丸スペシャル わすれた森の ヒナタ,C2158
M129508,,,,C15785,ONE PIECE エピソード オブ サボ ～3兄弟の絆 奇跡の再会と 受け継がれる意志～,C2309
M129907,,,,C15814,みんなのうた「かんがえがある カンガルー」,C5204
M129908,,,,C15815,みんなのうた「2つのゆびわ」,C5204
M129909,,,,C15816,みんなのうた「オバケのなみだ」,C5204
M129910,,,,C15817,みんなのうた「おばあのお守り」,C5204
M129911,,,,C15818,みんなのうた「りふじんじん」,C5204
M129912,,,,C15819,みんなのうた「ねこの兵士がゆく」,C5204
M129913,,,,C15820,みんなのうた「めがね」,C5204
M129914,,,,C15821,みんなのうた「すっぽんぽんぽん」,C5204
M129915,,,,C15822,みんなのうた「空とぶ　プリンプリン」,C5204
M129916,,,,C15823,みんなのうた「おおきなおなか」,C5204
M129917,,,,C15824,みんなのうた「弱虫けむし」,C5204
M129918,,,,C15825,みんなのうた「とろろ おくら めかぶ なっとう」,C5204
M129919,,,,C15826,みんなのうた「結 ―ゆい―」,C5204
M129920,,,,C15827,みんなのうた「おじいちゃんちへいこう」,C5204
M129921,,,,C15828,みんなのうた「カッパノナミダ」,C5204
M129922,,,,C15829,みんなのうた「目をとじても」,C5204
M129923,,,,C15830,みんなのうた「ポッケ」,C5204
M130691,,,,C15877,ファントム オブ キル ZEROからの反逆,C6383
M131002,,,,C15895,ころがし屋の プン,C6404
M131297,,,,C15918,キズナイーバー,C6416
M131298,,,,C15919,聖戦ケルベロス 竜刻のファタリテ,C6417
M131299,,,,C15920,ニンジャスレイヤー フロムアニメイション[スペシャルエディション],C6219
M131300,,,,C15921,SUPER LOVERS,C6418
M131301,,,,C15922,クオリディア・コード,C6419
M131302,,,,C15923,Tales of Z*estiria the X[クロス],C2453
M131303,,,,C15924,アクティヴレイド 2nd 機動強襲室第八係,C6249
M131304,,,,C15925,ねじ巻き精霊戦記 天鏡のアルデラミン Alderamin on the Sky,C6420
M131305,,,,C15926,NEW GAME!,C6421
M131306,,,,C15927,ダンガンロンパ 3 The End of 希望ヶ峰学園 未来編,C5642
M131307,,,,C15928,TABOO TATTOO,C6423
M131308,,,,C15929,SERVAMP,C6424
M131309,,,,C15930,魔装学園H×H[ハイブリッドハート] Hybrid x Heart Magias Academy Ataraxia,C6425
M131310,,,,C15931,Fate/kaleid liner プリズマ ★イリヤ 3rei!!,C3797
M131311,,,,C15932,ダンガンロンパ 3 The End of 希望ヶ峰学園 絶望編,C5642
M131312,,,,C15933,ダンガンロンパ 3 The End of 希望ヶ峰学園 希望編,C5642
M131313,,,,C15934,バッテリー the animation,C6426
M131314,,,,C15935,ReLIFE,C6427
M131315,,,,C15936,Rewrite,C6428
M131416,,,,C15943,ルガーコード 1951,C6487
M131417,,,,C15944,名探偵コナン エピソード “ONE” 小さくなった名探偵,C1849
M131428,,,,C15946,GRAVITY DAZE The Animation Ouverture,C6491
M131429,,,,C15947,6HP,C6492
M131430,,,,C15948,[ぐだぐだオーダー],C3797
M131431,,,,C15949,Fate Grand Order ― First Order ―,C3797
M131432,,,,C15950,探偵オペラ ミルキィホームズ ファンファンパーリーナイト♪,C4420
M132698,,,,C16035,想いのかけら[25分版],C6575
M132699,,,,C16036,奇魂侍,C6576
M133780,,,,C16053,ふりぃきぃ～ はいすく～る,C6595
M133931,,,,C16069,ミカンせいじん 現わる,C4069
M136529,※以下、第1話OPクレジット　／　あにめたまご2017 ANIMETAMAGO 平成28年度 文化庁委託事業 若手アニメーター等人材育成プロジェクト参加作品 文化庁[ロゴ]　／　ずんだホライずん ZUNDAHORIZON　／　※以下、第1話EDクレジット　／　[原作]SSS　／　[原作企画・プロデュース]小田恭央　／　[原作企画・プロデュース]村濱章司　／　[原作企画・プロデュース]榊正宗　／　[原作キャラクターデザイン]江戸村ににこ　／　[小説原作]さとうとしお　／　[キャスト]　／　【東北おん子】佐藤,,,C16189,ずんだホライずん［あにめたまご2017］,C6706
M136378,オオカミ長者[11回A（再）]』（017 年9月24日放映）,,SA,C16222,ふるさとめぐり 日本の昔ばなし,C6679
M136524,※以下、第1話のOP・ED主要テロップ　／　妄想科学ADV CHAOS;Child SILENT SKY　／　[原作]志倉千代丸　／　[原作]MAGES.　／　[原作]CHIYOMARU STUDIO　／　[企画]菊池剛　／　[企画]工藤大丈　／　[製作]堀内大示　／　[製作]志倉千代丸　／　[製作]金子逸人　／　[製作]武智恒雄　／　[製作]山崎明日香　／　[製作]篠崎文彦　／　[製作]井口健一　／　[製作]佐々木武彦　／　[製作]岡田信之　／　[製作]金子玄之　／　[シナリオ監修]林直孝　／　[シナリ,,,C16232,妄想科学ADV CHAOS;CHILD SILENTSKY[TV放映版],C3407
M136526,※以下、第1話OPクレジット　／　あにめたまご2017 ANIMETAMAGO　平成28年度 文化庁委託事業 若手アニメーター等人材育成プロジェクト参加作品　文化庁　／　ちゃらんぽ島[ランド]の冒険[ぼうけん]　／　※以下、第1話EDクレジット　／　[キャスト]　／　【コメトラ】坂本千夏　／　＜イチギョウアキ＞　／　【ぴょん】大和田仁美　／　＜イチギョウアキ＞　／　【ぐんま】落合福嗣　／　＜イチギョウアキ＞　／　【アカン博士】野瀬育二　／　【ぽんちょ】武虎　／　【バオバブの樹の精】大原さやか　／　【コメト,,,C16234,ちゃらんぽ島の冒険［あにめたまご2017］,C6703
M136527,※以下、第1話OPクレジット　／　あにめたまご2017 ANIMETAMAGO　平成28年度 文化庁委託事業 若手アニメーター等人材育成プロジェクト参加作品　文化庁　／　A STUDIO4℃ FILM　／　RedAsh -GEARWORLD-　／　to be continued…　／　※以下、第1話EDクレジット　／　[監督・CGI・撮影監督]佐野雄太　／　[原案]田中栄子　／　[原案]佐野雄太　／　[脚本]大河内一楼　／　[キャラクター原案]STUDIO4℃ RedAsh チーム　／　[キャラクターデザ,,,C16235,RedAsh -GEARWORLD-［あにめたまご2017］,C6704
M20065,,,,C7158,ドルフィン王子,C1057
M20067,,,,C7160,宇宙人ピピ,C1068
M20069,,,,C7162,宇宙少年ソラン,C1079
M19954,,,,C7165,仙人部落,C5869
M19956,,,,C7167,鉄人28号,C3965
M19958,,,,C7169,エイトマン,
M20047,,,,C7173,シスコン王子,
M20049,,,,C7175,ピノキオの冒険［合作］,
M20071,,,,C7177,宇宙エース,C1090
M20073,,,,C7179,怪盗プライド,C1101
M20075,,,,C7181,遊星少年パピイ,C1112
M20077,,,,C7183,W3,C1123
M20051,,,,C7186,銀河少年隊,
M20053,,,,C7188,0戦はやと,
M20055,,,,C7190,少年忍者風のフジ丸,
M20057,,,,C7192,ビッグX,C990
M20061,,,,C7194,未来からきた少年 スーパージェッター,C1023
M20063,,,,C7196,宇宙パトロールホッパ,C1034
M20079,,,,C7198,オバケのQ太郎,C1134
M20081,,,,C7200,ジャングル大帝,C1145
M20201,,,,C7203,ピンチとパンチ,C1922
M20203,,,,C7205,タイガーマスク,C1934
M21713,,,,C7209,元祖天才バカボン,C2390
M21715,,,,C7211,草原の少女ローラ,C3456
M21787,"※以下は五十音順に記した制作話一覧で、放送一覧ではない。なお括弧内にはメディアを記した。,・あかいてぶくろ（人形劇）,・あしかのおんがえし（アニメ）,・あまとおおあわび（アニメ）,・あまとおおあわび（影絵）,・あめをふらせてくれたりゅう（アニメ）,・あめをふらせてくれたりゅう（アニメ）,・いいだかでらのきつね（アニメ）,・いいだかでらのきつね（紙芝居）,・いしになったおいも（人形劇）,・いすみがわのおおなまず（アニメ）,・いたずらこびと（ア",,,C7213,おーいおはなしだよ,C3889
M21789,,,,C7215,超電磁マシーン ボルテスⅤ,C3900
M21837,,,,C7217,宇宙海賊 キャプテンハーロック,C4156
M21843,,,,C7219,未来少年コナン,C4211
M22043,,,,C7221,怪物くん（新）,C1634
M22045,,,,C7223,とんでも戦士ムテキング,C5100
M22047,,,,C7225,おじゃまんが山田くん,C5111
M22139,,,,C7227,じゃりン子チエ,C5623
M22141,,,,C7229,ダッシュ勝平,C5634
M20083,,,,C7231,ハッスルパンチ,C1157
M20085,,,,C7233,戦え!オスパー,C1168
M20087,,,,C7235,鉄人28号（第2期）,C3965
M20089,,,,C7237,おそ松くん,C1179
M20091,,,,C7239,レインボー戦隊ロビン,C1190
M20169,,,,C7241,佐武と市捕物控,C1689
M20171,,,,C7243,バンパイヤ,C1700
M20173,,,,C7245,妖怪人間ベム,C1712
M20175,,,,C7247,ジョニーサイファー,C1723
M20177,,,,C7249,すばらしい世界旅行 ニューヨークの旅 “コンピュートピア 西暦2000年の物語”,C1501
M20179,,,,C7251,ワンダー君の初夢宇宙旅行,C1778
M21415,,,,C7253,いじわるばあさん,C2212
M21417,,,,C7255,いなかっぺ大将,C2223
M21513,,,,C7258,マジンガーZ,C2678
M21731,,,,C7261,UFO戦士ダイアポロン,C3556
M21797,,,,C7264,一発貫太くん,C3945
M21839,,,,C7266,闘将ダイモス,C4189
M21841,,,,C7268,SF西遊記スタージンガー,C4200
M21951,,,,C7271,怪盗ルパン813の謎,C4545
M21953,,,,C7273,トンデモネズミ大活躍,C4556
M22218,,,,C7274,超時空要塞マクロス,C6156
M22220,,,,C7276,忍者マン一平,C6167
M20181,,,,C7278,ひみつのアッコちゃん,C1789
M21437,,,,C7280,さすらいの太陽,C2367
M21439,,,,C7282,新オバケのQ太郎,C1134
M21527,,,,C7285,荒野の少年イサム,C2778
M21529,,,,C7287,ミクロイドS,C2789
M21741,,,,C7288,ブロッカー軍団Ⅳ マシーンブラスター,C3601
M21743,,,,C7290,まんが・ふるさと昔話,C3623
M20093,,,,C7292,海賊王子,C1201
M20095,,,,C7294,ハリスの旋風,C1212
M20097,,,,C7296,遊星仮面,C1223
M20099,,,,C7298,ロボタン,C1245
M20101,,,,C7300,ジャングル大帝進めレオ!,C1145
M20103,,,,C7302,がんばれ!マリンキッド,C1057
M20105,,,,C7304,とびだせ!バッチリ,C1256
M20107,,,,C7306,魔法使いサリー,C1268
M20109,,,,C7308,ものしり大学明日のカレンダー,C1279
M20111,,,,C7310,世界の王者キングコング大会,C1290
M20113,,,,C7312,悟空の大冒険,C1323
M20115,,,,C7314,黄金バット,C1345
M20117,,,,C7316,かみなり坊やピッカリ・ビー,C1356
M20119,,,,C7318,パーマン,C1367
M20121,,,,C7320,マッハGoGoGo,C1379
M20123,,,,C7322,リボンの騎士,C1390
M20125,,,,C7324,冒険ガボテン島,C1401
M20127,,,,C7326,キングコング,C1412
M20129,,,,C7328,001/7親指トム,C1423
M20131,,,,C7330,ピュンピュン丸,C1434
M20133,,,,C7332,ドンキッコ,C1445
M20135,,,,C7334,冒険少年 シャダー,C1456
M20137,,,,C7336,ちびっこ怪獣 ヤダモン,C1467
M20139,,,,C7338,スカイヤーズ5,C1478
M20141,,,,C7340,おらあグズラだど,C1490
M20143,,,,C7342,すばらしい世界旅行 アラスカの旅 “第五氷河期”,C1501
M20145,,,,C7344,コメットさん,C1512
M20147,,,,C7346,ゲゲゲの鬼太郎,C1556
M20149,,,,C7348,わんぱく探偵団,C1567
M20151,,,,C7350,巨人の星,C1578
M20153,,,,C7352,アニマル1,C1601
M20155,,,,C7354,サイボーグ009,C1234
M20157,,,,C7356,あかねちゃん,C1612
M20159,,,,C7358,ファイトだ!!ピュー太,C1623
M20161,,,,C7360,怪物くん,C1634
M20163,,,,C7362,サスケ,C1656
M20165,,,,C7364,夕やけ番長,C1667
M20167,,,,C7366,ドカチン,C1678
M20183,,,,C7368,海底少年マリン,C1057
M20185,,,,C7370,そばかすプッチー,C1800
M20187,,,,C7372,ウメ星デンカ,C1823
M20189,,,,C7374,紅三四郎,C1834
M20191,,,,C7376,もーれつア太郎,C1845
M20193,,,,C7378,どろろ,C1856
M20195,,,,C7380,忍風カムイ外伝,C1867
M20197,,,,C7382,六法やぶれクン,C1878
M20199,,,,C7384,男一匹ガキ大将,C1911
M21381,,,,C7385,ハクション大魔王,C1956
M21383,,,,C7387,ムーミン,C1967
M21385,,,,C7389,アタックNo.1,C1978
M21387,,,,C7391,20世紀アワー 「海底都市ができるまで」（31年後の日本）,C1989
M21389,,,,C7393,前田武彦の天下のライバル 巨人の星対鉄腕アトム,C2000
M21391,,,,C7395,いたずら天使チッポちゃん,C2033
M21393,,,,C7397,動物村ものがたり,C2046
M21395,,,,C7399,あしたのジョー,C2079
M21397,,,,C7401,サラリーマンミニミニ作戦,C2090
M21399,,,,C7403,ばくはつ五郎,C2101
M21401,,,,C7405,祭りだ!ワッショイ おたのしみアニメ劇場,C2112
M21403,,,,C7407,昆虫物語みなしごハッチ,C2123
M21405,,,,C7409,赤き血のイレブン,C2134
M21407,,,,C7411,ノンフィクションアワー 日本誕生,C2145
M21409,,,,C7413,キリンものしり大学 マンガ人物史,C2168
M21411,,,,C7415,男どアホウ! 甲子園,C2179
M21413,,,,C7417,キックの鬼,C2201
M21419,,,,C7419,のらくろ,C4854
M21421,,,,C7421,われらサラリーマン党,C2234
M21423,,,,C7423,魔法のマコちゃん,C2245
M21427,,,,C7425,スモーキー・ベアの唄,C2268
M21429,,,,C7427,カバ トット,C2312
M21431,,,,C7429,アンデルセン物語,C2323
M21433,,,,C7431,珍豪ムチャ兵衛,C2334
M21435,,,,C7433,決断,C2356
M21441,,,,C7435,天才バカボン,C2390
M21443,,,,C7437,ふしぎなメルモ,C2412
M21445,,,,C7439,さるとびエッちゃん,C2423
M21447,,,,C7441,アパッチ野球軍,C2434
M21449,,,,C7443,国松さまのお通りだい,C1212
M21451,,,,C7445,ゲゲゲの鬼太郎（第2作）,C1556
M21453,,,,C7447,スカイヤーズ5（新）,C1478
M21479,,,,C7451,原始少年リュウ,C2456
M21481,,,,C7453,世界ものしり旅行,C2467
M21483,,,,C7455,樫の木モック,C2523
M21485,,,,C7457,ムーミン（新）,C1967
M21487,,,,C7459,正義を愛する者 月光仮面,C2534
M21489,,,,C7461,海のトリトン,C2545
M21491,,,,C7463,魔法使いチャッピー,C2556
M21493,,,,C7465,赤胴鈴之助,C2567
M21495,,,,C7467,ミュンヘンへの道,C2578
M21497,,,,C7469,デビルマン,C2589
M21499,,,,C7471,モンシェリCoCo,C2612
M21501,,,,C7473,科学忍者隊ガッチャマン,C2623
M21503,,,,C7475,アストロガンガー,C2634
M21505,,,,C7477,かいけつタマゴン,C2645
M21507,,,,C7479,ハゼドン,C2656
M21509,,,,C7481,ど根性ガエル,C2667
M21511,,,,C7483,隆一まんが劇場 おんぶおばけ,C3777
M21515,,,,C7484,バビル2世,C2712
M21517,,,,C7486,けろっこデメタン,C2723
M21519,,,,C7488,山ねずみロッキーチャック,C2734
M21521,,,,C7490,ジャングル黒べえ,C3977
M21523,,,,C7492,ドラえもん,C2756
M21525,,,,C7494,ワンサくん,C2767
M21531,,,,C7496,へんしん! ポンポコ玉,C2800
M21533,,,,C7498,チャージマン研!,C2823
M21535,,,,C7500,ゼロテスター,C3067
M21537,,,,C7502,ミラクル少女リミットちゃん,C2845
M21539,,,,C7504,新造人間キャシャーン,C2856
M21541,,,,C7506,ドロロンえん魔くん,C2867
M21543,,,,C7508,エースをねらえ!,C2878
M21545,,,,C7510,冒険コロボックル,C2889
M21547,,,,C7512,侍ジャイアンツ,C2900
M21549,,,,C7514,キューティーハニー,C2911
M21551,,,,C7516,空手バカ一代,C2922
M21553,,,,C7518,魔人ハンターミツルギ,C2934
M21555,,,,C7520,夢みる国のクリスくん［合作］,C2945
M21610,,,,C7524,柔道讃歌,C2978
M21612,,,,C7526,星の子ポロン,C2989
M21614,,,,C7528,魔女っ子メグちゃん,C3000
M21616,,,,C7530,ダメおやじ,C3011
M21618,,,,C7532,ゲッターロボ,C3022
M21620,,,,C7534,ガンとゴン,C3033
M21622,,,,C7536,昆虫物語新みなしごハッチ,C2123
M21624,,,,C7538,となりのたまげ太くん,C3045
M21626,,,,C7540,星の子チョビン,C3056
M21628,,,,C7542,0テスター 地球を守れ!,C3067
M21630,,,,C7544,小さなバイキングビッケ,C3078
M21632,,,,C7546,グレートマジンガー,C3100
M21634,,,,C7548,ウリクペン救助隊,C3111
M21636,,,,C7550,ジムボタン,C3122
M21638,,,,C7552,破裏拳ポリマー,C3133
M21640,,,,C7554,はじめ人間ギャートルズ,C3144
M21669,,,,C7558,てんとう虫の歌,C3168
M21671,,,,C7560,カリメロ,C3179
M21673,,,,C7562,怪物の狂宴［合作］,C3190
M21675,,,,C7564,フランダースの犬,C3212
M21677,,,,C7566,まんが日本昔ばなし （第1期）,C3223
M21679,,,,C7568,キリンのものしり館,C3234
M21681,,,,C7570,まんが名作劇場 サザエさん（再）,C1945
M21683,,,,C7572,みつばちマーヤの冒険,C4883
M21685,,,,C7574,勇者ライディーン,C3991
M21687,,,,C7576,ラ・セーヌの星,C3268
M21689,,,,C7578,ドン・チャック物語,C3279
M21691,,,,C7580,ガンバの冒険,C3290
M21693,,,,C7582,少年徳川家康,C3301
M21695,,,,C7584,ゲッターロボG,C3312
M21697,,,,C7586,宇宙の騎士テッカマン,C3334
M21699,,,,C7588,イルカと少年,C3345
M21701,,,,C7590,アラビアンナイト シンドバッドの冒険,C3390
M21703,,,,C7592,クムクム,C3401
M21705,,,,C7594,タイムボカン,C3412
M21707,,,,C7596,鋼鉄ジーグ,C3423
M21709,,,,C7598,UFOロボグレンダイザー,C3434
M21711,,,,C7600,アンデス少年ペペロの冒険,C3445
M21717,,,,C7602,一休さん,C3467
M21719,,,,C7604,ハックルベリィの冒険,C3490
M21721,,,,C7606,まんが日本昔ばなし （第2期）,C3223
M21723,,,,C7608,母をたずねて三千里,C3501
M21725,,,,C7610,大空魔竜ガイキング,C3523
M21727,,,,C7612,マシンハヤブサ,C3534
M21729,,,,C7614,ゴワッパー5ゴーダム,C3545
M21733,,,,C7615,ドン・チャック物語（新）,C3279
M21735,,,,C7617,超電磁ロボ コン・バトラーV,C3567
M21737,,,,C7619,ピノキオ より ピコリーノの冒険,C3578
M21739,,,,C7621,グロイザーX,C3589
M21745,,,,C7623,マグネロボ ガ・キーン,C3634
M21747,,,,C7625,キャンディ・キャンディ,C3645
M21749,,,,C7627,恐竜探険隊ボーンフリー,C3656
M21751,,,,C7629,ポールのミラクル大作戦,C3667
M21753,,,,C7631,花の係長,C3678
M21755,,,,C7633,リトル・ルルとちっちゃい仲間,C3689
M21757,,,,C7635,ドカベン,C3700
M21759,,,,C7637,ほかほか家族,C3712
M21761,,,,C7639,まんが世界昔ばなし,C3723
M21763,,,,C7641,UFO戦士ダイアポロンⅡ,C3556
M21765,,,,C7643,ろぼっ子 ビートン,C3734
M21767,,,,C7645,プロレスの星 アステカイザー［アニメ・実写併用］,C3745
M21769,,,,C7647,タイムボカンシリーズ ヤッターマン,C3767
M21771,,,,C7649,あらいぐまラスカル,C3778
M21773,,,,C7651,ジェッター マルス,C3789
M21775,,,,C7653,合身戦隊 メカンダーロボ,C3800
M21777,,,,C7655,惑星ロボ ダンガードA,C3811
M21779,,,,C7657,あしたへアタック!,C3845
M21781,,,,C7659,バーバパパ,C3856
M21783,,,,C7661,超合体魔術ロボ ギンガイザー,C3867
M21785,,,,C7663,氷河戦士ガイスラッガー,C3878
M21791,,,,C7665,シートン動物記 くまの子ジャッキー,C3911
M21793,,,,C7667,超人戦隊バラタック,C3922
M21795,,,,C7669,おれは鉄兵,C3934
M21799,,,,C7670,アローエンブレム グランプリの鷹,C3956
M21801,,,,C7672,新巨人の星,C1578
M21803,,,,C7674,風船少女テンプルちゃん,C3978
M21805,,,,C7676,家なき子,C3989
M21807,,,,C7678,ルパン三世（新）,C2445
M21809,,,,C7680,超スーパーカーガッタイガー,C4000
M21811,,,,C7682,とびだせ!マシーン飛竜,C4011
M21879,,,,C7684,町一番のけちんぼう,C4379
M21881,,,,C7686,赤毛のアン,C4390
M22077,,,,C7688,最強ロボダイオージャ,C5211
M22079,,,,C7690,タイムボカンシリーズ ヤットデタマン,C5222
M22304,,,,C7692,魔法の天使クリィミーマミ,C6656
M22306,,,,C7694,超時空世紀オーガス,C6667
M22506,,,,C7696,光の伝説,C6866
M22510,,,,C7698,マシンロボ クロノスの大逆襲,C6870
M22570,,,,C7701,ディズニー劇場　ガミーベアの冒険,C6945
M22572,,,,C7703,赤い光弾ジリオン,C6946
M22574,"・第24話/300年がぶっ飛んだ（1987/04/16）,・第25話/ザクロスの鬼,・第26話/コババールあらわる!,・第27話/銀色のシカ,・第28話/ガラス玉の秘密,・第29話/歩きだした木馬,・第30話/ドリモグの失恋,・第31話/サツマイモ大明神,・第32話/人魚と海賊船,・第33話/石にされたキャラバン,・第34話/蝶たちよ自由の天地へ飛べ,・第35話/三つ頭の怪物,・第36話/いたちの涙,・第37話/王様とオンドリ<",,,C7705,ドリモグだァ!! 第2期,C6894
M23675,,,,C7707,ディズニー劇場 チップとデール,C7114
M23677,,,,C7709,天空戦記シュラト,C7116
M23679,,,,C7711,青いブリンク,C7117
M21813,,,,C7712,まんが日本絵巻,C4022
M21815,,,,C7714,無敵超人ザンボット3,C4033
M21817,,,,C7716,激走ルーベンカイザー,C4045
M21819,,,,C7718,若草のシャルロット,C4056
M21821,,,,C7720,まんが偉人物語,C4067
M21823,,,,C7722,女王陛下のプティ アンジェ,C4078
M21825,,,,C7724,野球狂の詩 （スペシャル）,C4089
M21827,,,,C7726,恐竜大戦争アイゼンボーグ,C4100
M21829,,,,C7728,雪がふるまで,C4111
M21831,,,,C7730,ペリーヌ物語,C4133
M21833,,,,C7732,すばらしい世界旅行 恐竜王国の興亡,C1501
M21835,,,,C7734,魔女っ子チックル,C4144
M21845,,,,C7736,一球さん,C4222
M21847,,,,C7738,まんがはじめて物語,C4233
M21849,,,,C7740,野球狂の詩（シリーズ）,C4089
M21851,,,,C7742,はいからさんが通る,C4244
M21853,,,,C7744,無敵鋼人ダイターン3,C4255
M21855,,,,C7746,星の王子さまプチ・プランス,C4268
M21857,,,,C7748,宇宙魔神ダイケンゴー,C4279
M21861,,,,C7750,銀河鉄道999,C4312
M21863,,,,C7752,科学忍者隊ガッチャマンⅡ,C2623
M21865,,,,C7754,宝島,C4323
M21867,,,,C7756,宇宙戦艦ヤマト2,C3157
M21869,,,,C7758,新・エースをねらえ!,C2878
M21871,,,,C7760,ピンクレディー物語 栄光の天使たち,C4334
M21873,,,,C7762,まんがこども文庫,C4345
M21875,,,,C7764,キャプテンフューチャー,C4356
M21877,,,,C7766,大雪山の勇者牙王,C4367
M21883,,,,C7768,タイムボカンシリーズ ゼンダマン,C4401
M21885,,,,C7770,日本名作童話シリーズ 赤い鳥のこころ,C4412
M21887,,,,C7772,花の子ルンルン,C4423
M21889,,,,C7774,がんばれ!ぼくらのヒットエンドラン,C4434
M21891,,,,C7776,サイボーグ009（新）,C1234
M21893,,,,C7778,未来ロボダルタニアス,C4456
